Invoice,CustomerID,Country,InvoiceDateOnly,Revenue,Quantity
533316,14113.0,United Kingdom,2010-11-16,876.36,312
533318,14828.0,United Kingdom,2010-11-16,718.44,628
533320,13795.0,United Kingdom,2010-11-16,214.35,481
533325,13798.0,United Kingdom,2010-11-16,572.02,286
533326,14192.0,United Kingdom,2010-11-16,293.74,218
533328,17572.0,United Kingdom,2010-11-16,65.70000000000002,24
533330,13078.0,United Kingdom,2010-11-16,418.24,250
533333,16748.0,United Kingdom,2010-11-16,477.5,262
533336,12714.0,France,2010-11-16,1552.23,1062
533337,16829.0,United Kingdom,2010-11-16,316.1,116
533339,14206.0,United Kingdom,2010-11-16,314.4,128
533340,18061.0,United Kingdom,2010-11-16,118.2,28
533341,14947.0,United Kingdom,2010-11-16,170.45000000000002,35
533342,17490.0,United Kingdom,2010-11-16,305.04,171
533343,15194.0,United Kingdom,2010-11-16,361.31,245
533345,17615.0,United Kingdom,2010-11-17,75.6,72
533346,18256.0,United Kingdom,2010-11-17,110.7,180
533349,14560.0,United Kingdom,2010-11-17,60.67999999999999,16
533350,14282.0,United Kingdom,2010-11-17,107.42,132
533351,14776.0,United Kingdom,2010-11-17,303.18,438
533352,14646.0,Netherlands,2010-11-17,646.0,280
533353,13767.0,United Kingdom,2010-11-17,369.90000000000003,122
533354,13767.0,United Kingdom,2010-11-17,95.4,12
533355,14646.0,Netherlands,2010-11-17,7611.82,4978
533356,16168.0,United Kingdom,2010-11-17,55.800000000000004,16
533357,16206.0,United Kingdom,2010-11-17,304.55,155
533358,13237.0,United Kingdom,2010-11-17,643.0,128
533359,12755.0,Japan,2010-11-17,5.9,2
533361,12755.0,Japan,2010-11-17,2.95,1
533362,16422.0,United Kingdom,2010-11-17,694.6,1092
533365,17365.0,United Kingdom,2010-11-17,234.18,136
533366,13004.0,United Kingdom,2010-11-17,385.02,244
533368,15874.0,United Kingdom,2010-11-17,1109.24,448
533369,16835.0,United Kingdom,2010-11-17,177.5,90
533370,15874.0,United Kingdom,2010-11-17,755.0,3
533372,15874.0,United Kingdom,2010-11-17,452.68,200
533373,12921.0,United Kingdom,2010-11-17,479.8,212
533374,14049.0,United Kingdom,2010-11-17,875.81,487
533375,14049.0,United Kingdom,2010-11-17,188.9,199
533376,15640.0,United Kingdom,2010-11-17,754.7,338
533379,14049.0,United Kingdom,2010-11-17,111.97,97
533380,17965.0,United Kingdom,2010-11-17,223.22,99
533381,14417.0,United Kingdom,2010-11-17,524.65,543
533396,13013.0,United Kingdom,2010-11-17,278.7,78
533405,16668.0,United Kingdom,2010-11-17,43.2,20
533409,13013.0,United Kingdom,2010-11-17,25.200000000000003,12
533423,16386.0,United Kingdom,2010-11-17,765.59,495
533444,12423.0,Belgium,2010-11-17,464.28000000000003,372
533446,13403.0,United Kingdom,2010-11-17,75.9,26
533447,17287.0,United Kingdom,2010-11-17,559.95,119
533448,18260.0,United Kingdom,2010-11-17,457.88000000000005,208
533449,14312.0,United Kingdom,2010-11-17,165.57,55
533452,16258.0,United Kingdom,2010-11-17,767.8000000000001,244
533457,17929.0,United Kingdom,2010-11-17,190.4,32
533458,16006.0,United Kingdom,2010-11-17,231.42,121
533459,15144.0,United Kingdom,2010-11-17,813.5,274
533460,15039.0,United Kingdom,2010-11-17,725.88,334
533461,14515.0,United Kingdom,2010-11-17,645.88,276
533462,17349.0,United Kingdom,2010-11-17,252.79,245
533463,13549.0,United Kingdom,2010-11-17,87.6,96
533466,18223.0,United Kingdom,2010-11-17,883.54,466
533468,14515.0,United Kingdom,2010-11-17,27.0,4
533469,16016.0,United Kingdom,2010-11-17,195.04,118
533471,15184.0,United Kingdom,2010-11-17,160.0,102
533472,12847.0,United Kingdom,2010-11-17,765.36,624
533473,18172.0,United Kingdom,2010-11-17,300.24,168
533474,12838.0,United Kingdom,2010-11-17,214.9,105
533475,18109.0,United Kingdom,2010-11-17,142.8,29
533476,16770.0,United Kingdom,2010-11-17,371.0,106
533477,18101.0,United Kingdom,2010-11-17,129.05,52
533478,15402.0,United Kingdom,2010-11-17,156.34,330
533479,17200.0,United Kingdom,2010-11-17,180.0,250
533480,17200.0,United Kingdom,2010-11-17,11.65,3
533481,14829.0,United Kingdom,2010-11-17,237.98000000000002,205
533482,14829.0,United Kingdom,2010-11-17,174.44,120
533483,15498.0,United Kingdom,2010-11-17,322.25,107
533484,14299.0,United Kingdom,2010-11-17,1411.3600000000001,520
533485,14811.0,United Kingdom,2010-11-17,170.5,74
533486,16059.0,United Kingdom,2010-11-17,194.2,123
533487,13593.0,United Kingdom,2010-11-17,456.40000000000003,194
533488,13875.0,United Kingdom,2010-11-17,301.3,132
533489,14966.0,United Kingdom,2010-11-17,197.5,129
533490,16224.0,United Kingdom,2010-11-17,321.24,439
533491,15581.0,United Kingdom,2010-11-17,48.79,19
533492,18044.0,United Kingdom,2010-11-17,115.55000000000001,33
533495,15515.0,United Kingdom,2010-11-17,171.81,131
533496,17768.0,United Kingdom,2010-11-17,641.0600000000001,553
533498,17418.0,United Kingdom,2010-11-17,206.60000000000002,232
533499,15428.0,United Kingdom,2010-11-17,287.25,115
533500,15727.0,United Kingdom,2010-11-17,163.3,166
533501,15862.0,United Kingdom,2010-11-17,139.09,109
533502,13728.0,United Kingdom,2010-11-17,203.45,63
533503,17449.0,United Kingdom,2010-11-17,548.36,313
533504,13964.0,United Kingdom,2010-11-17,133.25,51
533505,12890.0,United Kingdom,2010-11-17,329.3,201
533506,14152.0,United Kingdom,2010-11-17,336.36,246
533507,14152.0,United Kingdom,2010-11-17,18.6,4
533508,17018.0,United Kingdom,2010-11-17,405.0,60
533509,13198.0,United Kingdom,2010-11-17,751.15,303
533510,17987.0,United Kingdom,2010-11-17,283.48,236
533511,15882.0,United Kingdom,2010-11-17,140.66,94
533516,16684.0,United Kingdom,2010-11-17,2318.27,1441
533521,13512.0,United Kingdom,2010-11-17,188.22,114
533525,18195.0,United Kingdom,2010-11-17,101.16,60
533528,15750.0,United Kingdom,2010-11-17,500.19100000000003,284
533529,15652.0,United Kingdom,2010-11-17,312.75,137
533530,16634.0,United Kingdom,2010-11-17,437.40999999999997,781
533531,16992.0,United Kingdom,2010-11-17,100.80000000000001,20
533532,18172.0,United Kingdom,2010-11-17,42.6,24
533533,18172.0,United Kingdom,2010-11-17,211.92,248
533534,17239.0,United Kingdom,2010-11-17,315.0,160
533535,13610.0,United Kingdom,2010-11-17,104.49000000000001,16
533538,14681.0,United Kingdom,2010-11-17,208.20000000000002,60
533539,16558.0,United Kingdom,2010-11-17,197.5,74
533540,13870.0,United Kingdom,2010-11-17,351.2,240
533541,15100.0,United Kingdom,2010-11-17,399.9,62
533542,17310.0,United Kingdom,2010-11-17,260.09999999999997,102
533543,17639.0,United Kingdom,2010-11-17,198.59,343
533544,17639.0,United Kingdom,2010-11-17,38.95,15
533545,15649.0,United Kingdom,2010-11-17,538.3499999999999,101
533546,16823.0,United Kingdom,2010-11-17,299.82,238
533547,16409.0,United Kingdom,2010-11-17,1006.36,778
533548,12726.0,France,2010-11-17,311.16,338
533549,14606.0,United Kingdom,2010-11-17,134.35,75
533550,17995.0,United Kingdom,2010-11-17,333.13,115
533551,17576.0,United Kingdom,2010-11-17,190.53,102
533553,15581.0,United Kingdom,2010-11-17,114.15,48
533554,13605.0,United Kingdom,2010-11-17,352.78000000000003,295
533555,12709.0,Germany,2010-11-18,386.4,34
533556,17675.0,United Kingdom,2010-11-18,516.6,192
533557,16915.0,United Kingdom,2010-11-18,170.70000000000002,10
533558,17732.0,United Kingdom,2010-11-18,285.37,167
533560,18062.0,United Kingdom,2010-11-18,228.7,98
533561,16265.0,United Kingdom,2010-11-18,655.64,291
533562,18066.0,United Kingdom,2010-11-18,371.1,114
533563,13203.0,United Kingdom,2010-11-18,130.2,68
533565,17365.0,United Kingdom,2010-11-18,29.849999999999998,3
533568,14032.0,United Kingdom,2010-11-18,346.07,282
533569,14796.0,United Kingdom,2010-11-18,240.48,163
533570,14631.0,United Kingdom,2010-11-18,377.06000000000006,256
533571,16250.0,United Kingdom,2010-11-18,175.8,60
533572,15810.0,United Kingdom,2010-11-18,448.04,244
533573,15757.0,United Kingdom,2010-11-18,837.62,669
533574,15659.0,United Kingdom,2010-11-18,117.6,34
533575,17430.0,United Kingdom,2010-11-18,146.01,113
533576,15482.0,United Kingdom,2010-11-18,695.17,313
533577,17377.0,United Kingdom,2010-11-18,1422.95,484
533578,16905.0,United Kingdom,2010-11-18,174.9,54
533579,18229.0,United Kingdom,2010-11-18,513.16,100
533580,17238.0,United Kingdom,2010-11-18,244.51,159
533581,16445.0,United Kingdom,2010-11-18,179.05,90
533582,16445.0,United Kingdom,2010-11-18,11.9,2
533583,14405.0,United Kingdom,2010-11-18,195.0,100
533584,13102.0,United Kingdom,2010-11-18,230.12,132
533585,14527.0,United Kingdom,2010-11-18,190.20000000000002,40
533586,13117.0,United Kingdom,2010-11-18,153.4,72
533588,13089.0,United Kingdom,2010-11-18,803.9999999999999,240
533589,17411.0,United Kingdom,2010-11-18,302.04,152
533591,16554.0,United Kingdom,2010-11-18,403.92,187
533592,14446.0,United Kingdom,2010-11-18,189.93,175
533593,12951.0,United Kingdom,2010-11-18,382.20000000000005,216
533594,17776.0,United Kingdom,2010-11-18,122.81,74
533595,14911.0,EIRE,2010-11-18,1070.63,660
533596,14646.0,Netherlands,2010-11-18,360.0,202
533597,15353.0,United Kingdom,2010-11-18,467.94,189
533598,17811.0,United Kingdom,2010-11-18,111.5,70
533599,18055.0,United Kingdom,2010-11-18,200.5,50
533624,12709.0,Germany,2010-11-18,556.12,218
533625,13864.0,United Kingdom,2010-11-18,662.4000000000001,192
533644,15024.0,United Kingdom,2010-11-18,158.69,113
533647,14040.0,United Kingdom,2010-11-18,264.85,75
533658,14614.0,United Kingdom,2010-11-18,295.13,189
533661,13665.0,United Kingdom,2010-11-18,458.28,511
533670,17235.0,United Kingdom,2010-11-18,123.2,36
533679,13319.0,United Kingdom,2010-11-18,312.01,83
533691,17355.0,United Kingdom,2010-11-18,273.31,249
533700,13970.0,United Kingdom,2010-11-18,558.0,360
533711,13408.0,United Kingdom,2010-11-18,347.0,204
533717,13137.0,United Kingdom,2010-11-18,933.77,383
533730,17884.0,United Kingdom,2010-11-18,180.34,149
533731,15071.0,United Kingdom,2010-11-18,307.25,85
533733,16218.0,United Kingdom,2010-11-18,120.4,104
533734,17428.0,United Kingdom,2010-11-18,660.71,291
533735,15953.0,United Kingdom,2010-11-18,129.04,72
533736,16089.0,United Kingdom,2010-11-18,108.84,39
533738,16973.0,United Kingdom,2010-11-18,127.0,60
533739,13090.0,United Kingdom,2010-11-18,304.56,120
533741,15034.0,United Kingdom,2010-11-18,833.33,575
533750,15571.0,United Kingdom,2010-11-18,1050.47,913
533754,17659.0,United Kingdom,2010-11-18,565.03,221
533755,15571.0,United Kingdom,2010-11-18,246.48000000000002,130
533756,14051.0,United Kingdom,2010-11-18,71.64999999999999,35
533757,12980.0,United Kingdom,2010-11-18,1331.0400000000002,208
533759,14911.0,EIRE,2010-11-18,688.4,434
533760,17460.0,United Kingdom,2010-11-18,116.4,44
533761,17841.0,United Kingdom,2010-11-18,519.46,220
533763,12621.0,Germany,2010-11-18,800.1,302
533764,12921.0,United Kingdom,2010-11-18,339.59999999999997,112
533765,15434.0,United Kingdom,2010-11-18,176.40000000000003,84
533766,15061.0,United Kingdom,2010-11-18,1128.0,600
533767,18225.0,United Kingdom,2010-11-18,1034.76,848
533769,17089.0,United Kingdom,2010-11-18,128.45,35
533771,17315.0,United Kingdom,2010-11-18,283.39,78
533776,15107.0,United Kingdom,2010-11-18,123.3,86
533779,17419.0,United Kingdom,2010-11-18,432.94,274
533781,13996.0,United Kingdom,2010-11-18,403.38,342
533782,14388.0,United Kingdom,2010-11-18,479.51,333
533783,18160.0,United Kingdom,2010-11-18,365.82,225
533784,13984.0,United Kingdom,2010-11-18,164.28,90
533785,17421.0,United Kingdom,2010-11-18,464.75,329
533786,17193.0,United Kingdom,2010-11-18,565.74,378
533788,13305.0,United Kingdom,2010-11-18,143.95,65
533790,13329.0,United Kingdom,2010-11-18,314.3,261
533791,15422.0,United Kingdom,2010-11-18,365.3,98
533792,16588.0,United Kingdom,2010-11-18,169.23,121
533793,15841.0,United Kingdom,2010-11-18,191.19,189
533794,16907.0,United Kingdom,2010-11-18,163.18,50
533795,17735.0,United Kingdom,2010-11-18,370.0,174
533796,17868.0,United Kingdom,2010-11-18,227.15,85
533797,13329.0,United Kingdom,2010-11-18,350.3,285
533798,13004.0,United Kingdom,2010-11-18,339.75,209
533799,12759.0,Netherlands,2010-11-18,686.79,472
533800,16261.0,United Kingdom,2010-11-18,160.93,69
533803,13969.0,United Kingdom,2010-11-18,510.25,287
533805,17532.0,United Kingdom,2010-11-19,65.34,30
533806,16080.0,United Kingdom,2010-11-19,78.75,41
533815,12399.0,Belgium,2010-11-19,314.20000000000005,271
533816,14932.0,Channel Islands,2010-11-19,302.6,177
533818,12629.0,Sweden,2010-11-19,853.86,373
533819,17001.0,United Kingdom,2010-11-19,405.58000000000004,246
533820,13093.0,United Kingdom,2010-11-19,2977.73,1191
533821,12562.0,France,2010-11-19,759.18,334
533822,12647.0,Germany,2010-11-19,539.4,168
533824,12739.0,United Arab Emirates,2010-11-19,268.0,2
533825,12605.0,Germany,2010-11-19,34.0,2
533826,12419.0,Spain,2010-11-19,180.1,23
533827,12670.0,France,2010-11-19,538.64,181
533828,13317.0,United Kingdom,2010-11-19,423.0,181
533829,17683.0,United Kingdom,2010-11-19,135.78,138
533830,15182.0,United Kingdom,2010-11-19,12.600000000000001,6
533831,15182.0,United Kingdom,2010-11-19,44.35,5
533832,15182.0,United Kingdom,2010-11-19,296.40000000000003,86
533835,15971.0,United Kingdom,2010-11-19,88.5,30
533836,13141.0,United Kingdom,2010-11-19,241.6,126
533837,18097.0,United Kingdom,2010-11-19,421.20000000000005,224
533838,13662.0,United Kingdom,2010-11-19,159.7,52
533839,13662.0,United Kingdom,2010-11-19,44.550000000000004,9
533841,17269.0,United Kingdom,2010-11-19,491.81,314
533842,14723.0,United Kingdom,2010-11-19,112.65,67
533849,15805.0,United Kingdom,2010-11-19,551.5,374
533860,14813.0,United Kingdom,2010-11-19,300.37,200
533862,15838.0,United Kingdom,2010-11-19,620.1600000000001,1632
533877,16161.0,United Kingdom,2010-11-19,867.3,483
533879,12748.0,United Kingdom,2010-11-19,103.34,53
533880,18259.0,United Kingdom,2010-11-19,454.20000000000005,132
533885,12748.0,United Kingdom,2010-11-19,126.52,110
533896,16279.0,United Kingdom,2010-11-19,786.08,354
533898,15129.0,United Kingdom,2010-11-19,336.35,149
533904,16936.0,United Kingdom,2010-11-19,286.39,168
533906,17360.0,United Kingdom,2010-11-19,186.9,42
533915,16393.0,United Kingdom,2010-11-19,149.15,68
533920,17360.0,United Kingdom,2010-11-19,210.44,111
533934,17864.0,United Kingdom,2010-11-19,114.71000000000001,70
533947,17862.0,United Kingdom,2010-11-19,207.22,73
533948,17346.0,United Kingdom,2010-11-19,116.22999999999999,58
533949,12553.0,France,2010-11-19,378.48,176
533950,14217.0,United Kingdom,2010-11-19,76.15,33
533951,16814.0,United Kingdom,2010-11-19,167.8,116
533952,12643.0,France,2010-11-19,1825.08,1145
533953,13756.0,United Kingdom,2010-11-19,1050.76,560
533954,16599.0,United Kingdom,2010-11-19,172.8,159
533955,17756.0,United Kingdom,2010-11-19,308.69,143
533956,12682.0,France,2010-11-19,238.11,272
533957,16885.0,United Kingdom,2010-11-19,234.19,180
533959,12921.0,United Kingdom,2010-11-19,1040.0,508
533960,17241.0,United Kingdom,2010-11-19,163.6,24
533961,16010.0,United Kingdom,2010-11-19,123.24,65
533962,16535.0,United Kingdom,2010-11-19,358.28999999999996,307
533963,16010.0,United Kingdom,2010-11-19,9.58,10
533967,13156.0,United Kingdom,2010-11-19,346.94,158
533968,13884.0,United Kingdom,2010-11-19,227.43,111
533969,18022.0,United Kingdom,2010-11-19,237.19,103
533971,12755.0,Japan,2010-11-19,14.75,5
533972,12408.0,Belgium,2010-11-19,943.06,480
533973,15421.0,United Kingdom,2010-11-19,791.01,407
533974,15483.0,United Kingdom,2010-11-19,177.34,144
533975,15465.0,United Kingdom,2010-11-19,431.4,102
533977,15311.0,United Kingdom,2010-11-19,285.55,207
533978,12583.0,France,2010-11-19,740.0,350
533979,17433.0,United Kingdom,2010-11-19,266.8,120
533980,17386.0,United Kingdom,2010-11-19,126.35000000000001,53
533981,18035.0,United Kingdom,2010-11-19,540.04,520
533982,17861.0,United Kingdom,2010-11-19,540.0,120
533983,18035.0,United Kingdom,2010-11-19,6.3,30
533984,13297.0,United Kingdom,2010-11-19,306.0,120
533986,18036.0,United Kingdom,2010-11-19,280.76,161
533987,14911.0,EIRE,2010-11-19,170.20000000000002,52
533988,18036.0,United Kingdom,2010-11-19,29.7,10
533989,13408.0,United Kingdom,2010-11-19,643.62,366
533990,14209.0,United Kingdom,2010-11-19,178.95000000000002,39
533991,13408.0,United Kingdom,2010-11-19,30.0,24
533996,17865.0,United Kingdom,2010-11-19,1563.65,693
533999,16228.0,United Kingdom,2010-11-19,437.37,299
534002,17735.0,United Kingdom,2010-11-19,461.73,167
534003,17589.0,United Kingdom,2010-11-19,717.63,370
534008,12978.0,United Kingdom,2010-11-19,556.36,274
534011,17873.0,United Kingdom,2010-11-19,622.56,558
534020,15846.0,United Kingdom,2010-11-19,107.01,79
534021,17412.0,United Kingdom,2010-11-19,212.7,87
534028,13434.0,United Kingdom,2010-11-19,416.52000000000004,216
534030,12721.0,France,2010-11-19,605.4,421
534033,12874.0,Belgium,2010-11-19,459.15999999999997,251
534034,16422.0,United Kingdom,2010-11-19,616.02,814
534035,13124.0,United Kingdom,2010-11-19,885.33,619
534036,13027.0,United Kingdom,2010-11-19,672.0,1680
534037,16346.0,United Kingdom,2010-11-19,224.51,289
534039,14616.0,United Kingdom,2010-11-19,79.2,16
534040,17659.0,United Kingdom,2010-11-19,22.5,6
534041,17648.0,United Kingdom,2010-11-19,418.87,467
534044,12748.0,United Kingdom,2010-11-19,2.1,1
534046,17493.0,United Kingdom,2010-11-19,100.91000000000001,62
534047,17432.0,United Kingdom,2010-11-19,124.86999999999999,101
534048,13089.0,United Kingdom,2010-11-19,1190.3999999999999,192
534049,12578.0,Italy,2010-11-19,836.08,496
534050,17243.0,United Kingdom,2010-11-21,332.61,147
534051,17335.0,United Kingdom,2010-11-21,353.23,119
534052,12748.0,United Kingdom,2010-11-21,28.0,14
534053,16010.0,United Kingdom,2010-11-21,116.15,58
534054,16746.0,United Kingdom,2010-11-21,494.40000000000003,267
534055,14961.0,United Kingdom,2010-11-21,553.2,264
534056,15561.0,United Kingdom,2010-11-21,100.2,68
534057,17548.0,United Kingdom,2010-11-21,302.58,206
534058,14911.0,EIRE,2010-11-21,125.30000000000001,46
534059,17796.0,United Kingdom,2010-11-21,229.55,70
534060,14180.0,United Kingdom,2010-11-21,236.0,20
534061,12967.0,United Kingdom,2010-11-21,1277.6200000000001,474
534062,16326.0,United Kingdom,2010-11-21,227.35,84
534064,16768.0,United Kingdom,2010-11-21,224.5,135
534065,12887.0,United Kingdom,2010-11-21,222.4,100
534066,17920.0,United Kingdom,2010-11-21,371.57,213
534067,16466.0,United Kingdom,2010-11-21,119.34,72
534068,12728.0,France,2010-11-21,233.84,124
534069,15611.0,United Kingdom,2010-11-21,68.55000000000001,13
534070,17540.0,United Kingdom,2010-11-21,412.35,171
534071,16934.0,United Kingdom,2010-11-21,378.5,106
534072,15885.0,United Kingdom,2010-11-21,127.5,10
534073,13873.0,United Kingdom,2010-11-21,121.65,87
534083,13668.0,United Kingdom,2010-11-21,540.6,346
534091,14499.0,United Kingdom,2010-11-21,358.56,218
534108,13275.0,United Kingdom,2010-11-21,61.5,10
534109,14293.0,United Kingdom,2010-11-21,466.3,164
534111,14293.0,United Kingdom,2010-11-21,130.8,24
534112,16792.0,United Kingdom,2010-11-21,145.89000000000001,93
534114,17769.0,United Kingdom,2010-11-21,779.62,372
534141,16791.0,United Kingdom,2010-11-21,511.99,285
534143,14911.0,EIRE,2010-11-21,225.05,64
534154,16007.0,United Kingdom,2010-11-21,454.58,303
534155,17618.0,United Kingdom,2010-11-21,292.2,121
534156,14156.0,EIRE,2010-11-21,322.53000000000003,108
534157,15860.0,United Kingdom,2010-11-21,230.88,212
534158,13988.0,United Kingdom,2010-11-21,299.64,173
534160,12858.0,United Kingdom,2010-11-21,147.27,51
534161,17096.0,United Kingdom,2010-11-21,306.85,105
534162,15155.0,United Kingdom,2010-11-21,383.96999999999997,192
534163,14512.0,United Kingdom,2010-11-21,317.01,306
534164,16241.0,United Kingdom,2010-11-21,736.06,394
534165,16411.0,United Kingdom,2010-11-21,205.02,129
534166,17702.0,United Kingdom,2010-11-21,490.49,301
534167,16979.0,United Kingdom,2010-11-21,347.55,185
534168,16367.0,United Kingdom,2010-11-21,549.8100000000001,460
534169,12724.0,France,2010-11-21,312.55,139
534170,17275.0,United Kingdom,2010-11-21,114.1,71
534171,13786.0,United Kingdom,2010-11-21,644.9,381
534172,14800.0,United Kingdom,2010-11-21,1113.3799999999999,1172
534173,17680.0,United Kingdom,2010-11-21,87.0,36
534174,12573.0,France,2010-11-21,126.11,83
534175,17322.0,United Kingdom,2010-11-21,167.85,80
534176,17244.0,United Kingdom,2010-11-21,108.9,368
534177,12872.0,United Kingdom,2010-11-21,278.85,143
534178,17244.0,United Kingdom,2010-11-21,155.19,99
534179,13484.0,United Kingdom,2010-11-21,311.14,68
534180,14895.0,United Kingdom,2010-11-21,225.61,161
534181,17244.0,United Kingdom,2010-11-21,346.4,279
534182,17706.0,United Kingdom,2010-11-21,194.45000000000002,88
534183,12705.0,Germany,2010-11-21,248.75,65
534184,12705.0,Germany,2010-11-21,579.4,331
534185,16726.0,United Kingdom,2010-11-21,382.91,192
534186,16946.0,United Kingdom,2010-11-21,186.1,98
534187,16501.0,United Kingdom,2010-11-21,1191.23,628
534188,17085.0,United Kingdom,2010-11-21,716.32,407
534189,12748.0,United Kingdom,2010-11-21,3.75,1
534190,12807.0,Sweden,2010-11-21,330.35,145
534191,17036.0,United Kingdom,2010-11-21,176.9,76
534192,13213.0,United Kingdom,2010-11-21,85.9,74
534193,15519.0,United Kingdom,2010-11-21,197.5,63
534194,13069.0,United Kingdom,2010-11-21,271.77,170
534195,17696.0,United Kingdom,2010-11-21,268.2,234
534196,17921.0,United Kingdom,2010-11-21,234.5,90
534197,16050.0,United Kingdom,2010-11-21,72.2,50
534198,15312.0,United Kingdom,2010-11-21,163.45,93
534200,15350.0,United Kingdom,2010-11-21,431.95000000000005,221
534201,13550.0,United Kingdom,2010-11-21,342.55,430
534202,14282.0,United Kingdom,2010-11-21,233.0,180
534203,14583.0,United Kingdom,2010-11-21,175.9,68
534204,15634.0,United Kingdom,2010-11-21,311.1,128
534205,15579.0,United Kingdom,2010-11-21,170.32,153
534208,18084.0,United Kingdom,2010-11-21,88.5,18
534209,14146.0,United Kingdom,2010-11-21,2146.31,1393
534210,18069.0,United Kingdom,2010-11-21,470.57,254
534211,13050.0,United Kingdom,2010-11-21,302.25,135
534212,13069.0,United Kingdom,2010-11-21,4.949999999999999,3
534213,16710.0,United Kingdom,2010-11-21,362.09,230
534214,16619.0,United Kingdom,2010-11-21,347.2,118
534215,16600.0,United Kingdom,2010-11-21,156.53,105
534216,14606.0,United Kingdom,2010-11-21,390.56,239
534217,13658.0,United Kingdom,2010-11-21,680.8,232
534218,17402.0,United Kingdom,2010-11-21,233.97,106
534219,13230.0,United Kingdom,2010-11-21,353.48,231
534220,15114.0,United Kingdom,2010-11-21,222.88,196
534221,16049.0,United Kingdom,2010-11-21,374.92,176
534222,14134.0,United Kingdom,2010-11-22,842.0,328
534223,13577.0,United Kingdom,2010-11-22,199.3,110
534224,15377.0,United Kingdom,2010-11-22,303.15000000000003,57
534225,15377.0,United Kingdom,2010-11-22,303.45000000000005,51
534227,14756.0,United Kingdom,2010-11-22,529.1,213
534228,18210.0,United Kingdom,2010-11-22,147.45,101
534229,17696.0,United Kingdom,2010-11-22,94.2,55
534230,16156.0,United Kingdom,2010-11-22,263.22,134
534232,17782.0,United Kingdom,2010-11-22,641.52,520
534233,14911.0,EIRE,2010-11-22,225.2,61
534234,16905.0,United Kingdom,2010-11-22,222.39999999999998,80
534235,13086.0,United Kingdom,2010-11-22,439.33000000000004,155
534236,13936.0,United Kingdom,2010-11-22,154.9,90
534237,13748.0,United Kingdom,2010-11-22,166.2,100
534238,17730.0,United Kingdom,2010-11-22,515.83,581
534239,17251.0,United Kingdom,2010-11-22,222.75,111
534240,17491.0,United Kingdom,2010-11-22,396.84000000000003,324
534242,17029.0,United Kingdom,2010-11-22,165.0,100
534244,16972.0,United Kingdom,2010-11-22,472.05,115
534257,14419.0,United Kingdom,2010-11-22,202.85,69
534270,17782.0,United Kingdom,2010-11-22,37.5,18
534279,13426.0,United Kingdom,2010-11-22,360.48,131
534285,16424.0,United Kingdom,2010-11-22,309.5,124
534305,17491.0,United Kingdom,2010-11-22,45.0,12
534321,15039.0,United Kingdom,2010-11-22,807.85,369
534327,16005.0,United Kingdom,2010-11-22,241.42,135
534346,18287.0,United Kingdom,2010-11-22,381.5,187
534347,15024.0,United Kingdom,2010-11-22,389.27,212
534361,16252.0,United Kingdom,2010-11-22,295.09000000000003,158
534362,16200.0,United Kingdom,2010-11-22,469.92,298
534364,12681.0,France,2010-11-22,1876.51,1104
534366,16043.0,United Kingdom,2010-11-22,172.8,120
534368,12841.0,United Kingdom,2010-11-22,352.44,320
534371,15525.0,United Kingdom,2010-11-22,155.85,140
534374,17730.0,United Kingdom,2010-11-22,58.0,40
534375,14134.0,United Kingdom,2010-11-22,663.8,178
534376,16430.0,United Kingdom,2010-11-22,172.2,60
534377,16725.0,United Kingdom,2010-11-22,96.79,24
534378,14461.0,United Kingdom,2010-11-22,861.41,310
534379,14646.0,Netherlands,2010-11-22,368.07,235
534380,17238.0,United Kingdom,2010-11-22,140.62,96
534381,14646.0,Netherlands,2010-11-22,30.0,2
534382,14585.0,United Kingdom,2010-11-22,321.57,179
534383,14527.0,United Kingdom,2010-11-22,360.31,100
534384,18145.0,United Kingdom,2010-11-22,292.65,175
534385,16083.0,United Kingdom,2010-11-22,323.7,126
534387,12649.0,Germany,2010-11-22,495.74,364
534388,14994.0,United Kingdom,2010-11-22,209.17,118
534391,15169.0,United Kingdom,2010-11-22,213.05,131
534392,12633.0,Germany,2010-11-22,608.7,270
534393,16013.0,United Kingdom,2010-11-22,600.0,192
534394,13571.0,United Kingdom,2010-11-22,177.93,115
534395,16013.0,United Kingdom,2010-11-22,864.0,960
534396,15497.0,United Kingdom,2010-11-22,2005.68,716
534397,16008.0,United Kingdom,2010-11-22,665.17,416
534398,13889.0,United Kingdom,2010-11-22,135.0,48
534399,15570.0,United Kingdom,2010-11-22,313.0,116
534400,12843.0,United Kingdom,2010-11-22,92.75,25
534401,16765.0,United Kingdom,2010-11-22,420.75,307
534402,14825.0,United Kingdom,2010-11-22,327.21000000000004,419
534403,14649.0,United Kingdom,2010-11-22,737.04,419
534404,14048.0,United Kingdom,2010-11-22,298.81,178
534405,17690.0,United Kingdom,2010-11-22,238.72000000000003,82
534406,14048.0,United Kingdom,2010-11-22,39.95,1
534407,16011.0,United Kingdom,2010-11-22,172.6,78
534409,16996.0,United Kingdom,2010-11-22,164.96,80
534410,16812.0,United Kingdom,2010-11-22,1109.75,691
534411,16209.0,United Kingdom,2010-11-22,205.3,74
534412,17757.0,United Kingdom,2010-11-22,262.35,115
534413,18144.0,United Kingdom,2010-11-22,302.1,78
534414,15590.0,United Kingdom,2010-11-22,167.64,58
