StockCode,Description,Revenue,Quantity,OrderCount
23153,ZINC SWEETHEART WIRE LETTER RACK,923.63,248,78
23154,SET OF 4 JAM JAR MAGNETS,4922.01,2441,214
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,1669.3799999999999,2094,111
23156,SET OF 5 MINI GROCERY MAGNETS,3297.2200000000003,1631,184
23157,SET OF 6 NATIVITY MAGNETS ,5031.55,2530,145
23158,SET OF 5 LUCKY CAT MAGNETS ,5117.32,2536,187
23159,SET OF 5 PANCAKE DAY MAGNETS,4562.7300000000005,2255,195
23160,REGENCY TEA SPOON,1651.8,1392,60
23161,REGENCY CAKE FORK,1896.6000000000001,1608,68
23162,REGENCY TEA STRAINER,4789.24,1362,142
23163,REGENCY SUGAR TONGS,3949.7000000000003,1714,134
23164,REGENCY CAKE SLICE,2579.21,564,80
23165,LARGE CERAMIC TOP STORAGE JAR,4617.9,2950,220
23166,MEDIUM CERAMIC TOP STORAGE JAR,81416.73000000001,77916,195
23167,SMALL CERAMIC TOP STORAGE JAR ,4184.179999999999,5666,177
23168,CLASSIC CAFE SUGAR DISPENSER,3037.1,2633,208
23168,CLASSIC SUGAR DISPENSER,247.32,216,12
23169,CLASSIC GLASS COOKIE JAR,5350.200000000001,1332,248
23169,CLASSIC GLASS SWEET JAR,479.45000000000005,119,14
23170,REGENCY TEA PLATE ROSES ,10170.99,6563,328
23171,REGENCY TEA PLATE GREEN ,9184.9,5966,270
23172,REGENCY TEA PLATE PINK,5793.28,3688,224
23173,REGENCY TEAPOT ROSES ,23033.52,2662,354
23174,REGENCY SUGAR BOWL GREEN,11567.24,2954,268
23175,REGENCY MILK JUG PINK ,8995.0,3062,272
23176,ABC TREASURE BOOK BOX ,4373.26,2088,186
23177,TREASURE ISLAND BOOK BOX,5029.8,2428,214
23178,JAM CLOCK MAGNET,838.47,309,55
23179,CLOCK MAGNET MUM'S KITCHEN,837.88,304,40
23180,MUM'S KITCHEN CLOCK,471.90000000000003,104,36
23181,BULL DOG BOTTLE TOP WALL CLOCK,1484.25,185,69
23182,TOILET SIGN OCCUPIED OR VACANT,2807.6899999999996,3378,254
23183,MOTHER'S KITCHEN SPOON REST ,690.71,178,58
23184,BULL DOG BOTTLE OPENER,3749.5,778,197
23185,FRENCH STYLE STORAGE JAR JAM,114.85,317,30
23186,FRENCH STYLE STORAGE JAR CAFE ,819.4599999999999,1982,70
23187,FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,74
23188,VINTAGE  2 METER FOLDING RULER,2902.47,1775,155
23188,VINTAGE  2 METRE FOLDING RULER,2197.6899999999996,1321,127
23189,SET OF 12 FORK CANDLES,3319.35,1215,113
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2691.14,1678,179
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,98.99999999999999,60,5
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3393.3499999999995,2099,240
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5197.169999999999,3269,312
23193,BUFFALO BILL TREASURE BOOK BOX,3750.57,1847,137
23194,GYMKHANA TREASURE BOOK BOX,3417.83,1630,156
23194,GYMKHANNA TREASURE BOOK BOX,261.84000000000003,120,14
23196,LEAVES MAGNETIC  SHOPPING LIST,34.8,24,2
23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,36,3
23196,RETRO LEAVES MAGNETIC NOTEPAD,149.35,103,17
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2242.65,1593,211
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1900.9399999999998,1318,180
23197,VEGETABLE MAGNETIC  SHOPPING LIST,49.8,36,3
23198,PANTRY MAGNETIC  SHOPPING LIST,4341.19,3063,374
23199,JUMBO BAG APPLES,26426.3,13875,718
23200,JUMBO BAG PEARS,13034.92,6729,470
23201,JUMBO BAG ALPHABET,24160.44,12533,752
23202,JUMBO BAG VINTAGE LEAF,20921.55,10695,772
23203,JUMBO BAG DOILEY PATTERNS,16737.1,8735,454
23203,JUMBO BAG VINTAGE DOILEY ,268.44,143,6
23203,JUMBO BAG VINTAGE DOILY ,20641.4,10620,621
23204,CHARLOTTE BAG APPLES DESIGN,5632.15,7039,425
23205,CHARLOTTE BAG ALPHABET  DESIGN,320.5,400,22
23205,CHARLOTTE BAG VINTAGE ALPHABET ,3784.52,4750,323
23206,LUNCH BAG APPLE DESIGN,18220.5,11530,866
23207,LUNCH BAG ALPHABET DESIGN,11994.41,7533,647
23208,LUNCH BAG VINTAGE LEAF DESIGN,9950.35,6191,597
23209,LUNCH BAG DOILEY PATTERN ,10323.05,6477,464
23209,LUNCH BAG VINTAGE DOILEY ,115.5,70,4
23209,LUNCH BAG VINTAGE DOILY ,10347.66,6438,538
23210,WHITE ROCKING HORSE HAND PAINTED,3311.5,2750,154
23211,RED ROCKING HORSE HAND PAINTED,2631.5,2206,116
23212,HEART WREATH DECORATION WITH BELL,2562.63,2163,144
23212,PAINTED HEART WREATH WITH BELL,15.0,12,1
23213,STAR WREATH DECORATION WITH BELL,1921.94,1594,121
23214,BELL HEART ANTIQUE GOLD,24.96,12,1
23214,JINGLE BELL HEART ANTIQUE GOLD,1599.8700000000001,760,91
23215,JINGLE BELL HEART ANTIQUE SILVER,6955.8,3544,197
23216,LAUREL HEART ANTIQUE GOLD,613.51,518,40
23217,LAUREL HEART ANTIQUE SILVER,1567.0,1290,84
23218,LAUREL STAR ANTIQUE GOLD,465.81,372,33
23219,LAUREL STAR ANTIQUE SILVER ,504.6,404,49
23220,REINDEER HEART DECORATION GOLD,774.43,929,77
23221,REINDEER HEART DECORATION SILVER,1241.59,1461,110
23222,CHRISTMAS TREE HANGING GOLD,690.64,776,64
23223,CHRISTMAS TREE HANGING SILVER ,670.1099999999999,745,67
23224,CHERUB HEART DECORATION GOLD,620.4499999999999,719,59
23225,CHERUB HEART DECORATION SILVER ,1089.6,1296,69
23226,FILIGREE HEART DAISY WHITE,1478.59,1199,71
23227,FILIGREE HEART BUTTERFLY WHITE ,1947.06,1592,87
23228,FILIGREE HEART BIRD WHITE ,1726.3,1397,78
23229,DONKEY TAIL GAME ,189.54000000000002,54,4
23229,VINTAGE DONKEY TAIL GAME ,6146.89,1750,215
23230,WRAP ALPHABET DESIGN,3196.5,7925,232
23231,WRAP  VINTAGE DOILEY ,42.0,100,2
23231,WRAP  VINTAGE DOILY ,1029.0,2450,93
23231,WRAP DOILEY DESIGN,1915.5,4675,162
23232,WRAP VINTAGE LEAF DESIGN,2109.42,5251,134
23232,WRAP VINTAGE PETALS  DESIGN,1327.5,3275,104
23233,WRAP POPPIES  DESIGN,2105.5,5175,158
23234,BISCUIT TIN VINTAGE CHRISTMAS,4567.38,1632,232
23235,BISCUIT TIN VINTAGE LEAF,64.56,24,3
23235,STORAGE TIN VINTAGE LEAF,1831.1000000000001,702,93
23236,DOILEY BISCUIT TIN,327.6,120,13
23236,DOILEY STORAGE TIN,2934.98,1082,112
23236,STORAGE TIN VINTAGE DOILEY ,17.34,6,1
23236,STORAGE TIN VINTAGE DOILY ,3502.15,1235,158
23237,SET OF 4 KNICK KNACK TINS LEAF,2970.8500000000004,739,116
23237,SET OF 4 KNICK KNACK TINS LEAVES ,1237.2,304,53
23238,SET OF 4 KNICK KNACK TINS LONDON ,7116.650000000001,1775,233
23239,SET OF 4 KNICK KNACK TINS POPPIES,3142.4,812,155
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,24.900000000000002,6,1
23240,SET OF 4 KNICK KNACK TINS DOILEY ,7132.700000000001,1802,172
23240,SET OF 4 KNICK KNACK TINS DOILY ,9237.300000000001,2286,312
23241,TREASURE TIN GYMKHANA DESIGN,4060.0,2005,284
23242,TREASURE TIN BUFFALO BILL ,2886.0800000000004,1430,187
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,22109.08,4658,385
23244,CANNISTER VINTAGE LEAF DESIGN,23.4,12,2
23244,ROUND STORAGE TIN VINTAGE LEAF,1552.5099999999998,853,96
23244,STORAGE TIN VINTAGE LEAF,117.0,60,7
23245,SET OF 3 REGENCY CAKE TINS,26566.280000000002,5844,718
23247,BISCUIT TIN 50'S CHRISTMAS,5760.52,2048,271
23249,ENAMEL DINNER PLATE PANTRY,19.799999999999997,12,1
23249,VINTAGE RED ENAMEL TRIM PLATE,1254.8999999999999,778,67
23250,ENAMEL BOWL PANTRY,30.0,24,2
23250,VINTAGE RED TRIM ENAMEL BOWL ,1328.59,1079,87
23251,ENAMEL MUG PANTRY,15.0,12,1
23251,VINTAGE RED ENAMEL TRIM MUG ,1940.45,1633,101
23252,ENAMEL JUG PANTRY,30.0,8,2
23252,VINTAGE RED ENAMEL TRIM JUG ,2123.34,578,123
23253,16 PC CUTLERY SET PANTRY DESIGN,63.8,4,1
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3018.2999999999997,210,46
23254,CHILDRENS CUTLERY DOLLY GIRL ,6525.55,1621,268
23254,KIDS CUTLERY DOLLY GIRL ,149.4,36,8
23255,CHILDRENS CUTLERY CIRCUS PARADE,3852.44,962,143
23256,CHILDRENS CUTLERY SPACEBOY ,7966.080000000001,1980,316
23256,KIDS CUTLERY SPACEBOY ,149.4,36,8
23263,SET OF 3 WOODEN HEART DECORATIONS,4791.58,3717,389
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2396.7,1842,249
23265,SET OF 3 WOODEN TREE DECORATIONS,2153.71,1665,246
23266,SET OF 3 WOODEN STOCKING DECORATION,2529.64,1964,274
23267,SET OF 4 SANTA PLACE SETTINGS,1427.34,1158,91
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1980.1799999999998,1434,78
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1065.3999999999999,748,76
23270,SET OF 2 CERAMIC PAINTED HEARTS ,1612.85,1157,118
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,13.28,16,1
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1301.05,1603,74
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,522.7399999999999,352,35
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1533.84,928,97
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1870.1099999999997,1139,98
23275,SET OF 3 HANGING OWLS OLLIE BEAK,4291.17,3613,270
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1427.16,1838,128
23280,FOLDING MIRROR HOT PINK ,118.91999999999999,156,5
23281,FOLDING BUTTERFLY MIRROR RED  ,961.28,1252,89
23281,FOLDING MIRROR RED  ,14.939999999999998,18,2
23282,FOLDING BUTTERFLY MIRROR IVORY ,597.78,735,100
23282,FOLDING MIRROR IVORY ,14.939999999999998,18,2
23283,DOORMAT VINTAGE LEAF,3766.57,541,121
23283,DOORMAT VINTAGE LEAVES DESIGN ,2833.7000000000003,426,88
23284,DOORMAT KEEP CALM AND COME IN,35880.85,5338,648
23285,PINK VINTAGE SPOT BEAKER,4384.83,4679,132
23286,BLUE VINTAGE SPOT BEAKER,4528.29,4901,164
23287,RED VINTAGE SPOT BEAKER,1445.5,1774,146
23288,GREEN VINTAGE SPOT BEAKER,4261.889999999999,4505,134
23289,DOLLY GIRL CHILDRENS BOWL,1854.8500000000001,1553,141
23290,SPACEBOY CHILDRENS BOWL,2757.15,2367,174
23291,DOLLY GIRL CHILDRENS CUP,1880.14,1548,144
23292,SPACE BOY CHILDRENS CUP,143.3,130,5
23292,SPACEBOY CHILDRENS CUP,2343.07,1951,159
23293,SET OF 12 FAIRY CAKE BAKING CASES,6457.0,8228,465
23294,SET OF 6 SNACK LOAF BAKING CASES,3336.94,4264,291
23295,SET OF 12 MINI LOAF BAKING CASES,4670.63,5957,359
23296,SET OF 6 TEA TIME BAKING CASES,5684.650000000001,4877,319
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6677.0,4260,140
23298,"BUNTING , SPOTTY ",634.7,146,7
23298,SPOTTY BUNTING,35509.55,7633,1003
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",11.25,3,1
23299,FOOD COVER WITH BEADS SET 2 ,3545.17,977,121
23300,GARDENERS KNEELING PAD CUP OF TEA ,9933.689999999999,6285,635
23301,GARDENERS KNEELING PAD KEEP CALM ,12463.779999999999,7722,756
23302,KNEELING MAT HOUSEWORK  DESIGN,1980.7099999999998,1473,187
23303,SET 4 PICNIC CUTLERY FONDANT,126.75,65,6
23304,SET 4 PICNIC CUTLERY CHERRY ,138.45,71,9
23305,SET 4 PICNIC CUTLERY BLUEBERRY,159.9,82,9
23306,SET OF 36 DOILIES PANTRY DESIGN,3761.9199999999996,2653,195
23306,SET OF 36 PANTRY PAPER DOILIES,58.019999999999996,39,14
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,5974.39,11661,504
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,3091.61,5955,305
23309,SET OF 60 I LOVE LONDON CAKE CASES ,3697.7000000000003,7670,294
23310,BUBBLEGUM RING ASSORTED,4894.83,11891,213
23311,VINTAGE CHRISTMAS STOCKING ,5564.25,2199,281
23312,VINTAGE CHRISTMAS GIFT SACK,5523.0,1364,193
23313,VINTAGE CHRISTMAS BUNTING,12960.12,2748,359
23314,VINTAGE CHRISTMAS TABLECLOTH,4638.52,391,104
23315,IVORY REFECTORY CLOCK,1894.7,202,76
23316,RED REFECTORY CLOCK ,2212.25,235,95
23317,BLUE REFECTORY CLOCK ,1547.95,161,70
23318,BOX OF 6 MINI VINTAGE CRACKERS,8345.43,3645,329
23319,BOX OF 6 MINI 50'S CRACKERS,8169.4800000000005,3520,365
23320,GIANT 50'S CHRISTMAS CRACKER,6907.52,2628,310
23321,SMALL WHITE HEART OF WICKER,6798.099999999999,4262,582
23322,LARGE WHITE HEART OF WICKER,8137.500000000001,2892,511
23323,WHITE WICKER STAR ,2954.7000000000003,1422,270
23324,RUSTIC STRAWBERRY JAM POT LARGE ,531.84,261,33
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,238.56,120,6
23325,RUSTIC STRAWBERRY JAM POT SMALL,641.9999999999999,408,27
23325,RUSTIC STRAWBERRY JAMPOT SMALL,59.39999999999999,36,3
23326,HANGING MINI COLOURED BOTTLES,1999.5900000000001,3369,55
23327,HANGING CLEAR MINI BOTTLE,1012.0200000000001,1710,34
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,7495.29,2063,281
23329,DECORATIVE WICKER HEART LARGE,2794.6499999999996,1701,215
23330,DECORATIVE WICKER HEART MEDIUM,2181.19,1751,195
23331,DECORATIVE WICKER HEART SMALL,932.2800000000001,1492,81
23332,IVORY WICKER HEART LARGE,3255.7499999999995,1979,267
23333,IVORY WICKER HEART MEDIUM,2498.65,2009,216
23334,IVORY WICKER HEART SMALL,1345.5,2154,95
23335,EGG FRYING PAN IVORY ,722.5600000000001,358,81
23336,EGG FRYING PAN PINK ,415.97,199,63
23337,EGG FRYING PAN MINT ,351.52000000000004,169,60
23338,EGG FRYING PAN RED ,820.32,405,91
23339,EGG FRYING PAN BLUE ,312.0,150,58
23340,VINTAGE CHRISTMAS CAKE FRILL,3879.45,2453,122
23341,PINK DINER WALL CLOCK,2317.1,281,98
23342,MINT DINER CLOCK,17.0,2,1
23342,MINT DINER WALL CLOCK,3034.5,363,154
23343,JUMBO BAG VINTAGE CHRISTMAS ,9742.1,4905,385
23344,JUMBO BAG 50'S CHRISTMAS ,17636.04,8933,586
23345, DOLLY GIRL BEAKER,2754.5,2394,133
23346,SPACEBOY BEAKER,2970.75,2567,138
23347,I LOVE LONDON BEAKER,999.75,827,70
23348,CHILDRENS TOY COOKING UTENSIL SET,1363.16,676,122
23349,ROLL WRAP VINTAGE CHRISTMAS,3450.39,2847,246
23350,ROLL WRAP VINTAGE SPOT ,3154.4,2584,246
23351,ROLL WRAP 50'S CHRISTMAS,3694.02,3054,271
23352,ROLL WRAP 50'S RED CHRISTMAS ,1961.01,1593,162
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3068.8199999999997,3726,253
23354,6 GIFT TAGS 50'S CHRISTMAS ,2750.93,3343,261
23355,HOT WATER BOTTLE KEEP CALM,24302.550000000003,5313,719
23356,LOVE HOT WATER BOTTLE,12954.75,2325,449
23357,HOT WATER BOTTLE SEX BOMB,1832.0,432,88
23358,HOT STUFF HOT WATER BOTTLE,1686.15,527,67
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,118.94999999999999,61,6
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,1715.85,915,70
23360,SET 8 CANDLES VINTAGE DOILEY,216.29999999999998,122,7
23360,SET 8 CANDLES VINTAGE DOILY,1932.0,1024,100
23365,SET 12 COLOUR PENCILS LOVE LONDON,991.45,1529,128
23366,SET 12 COLOUR PENCILS DOILEY,31.200000000000003,48,3
23366,SET 12 COLOURING PENCILS DOILEY,0.65,1,1
23366,SET 12 COLOURING PENCILS DOILY,1177.1000000000001,1870,137
23367,SET 12 COLOUR PENCILS SPACEBOY ,1803.3000000000002,2778,231
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,1396.4,2152,178
23369,SET 36 COLOUR PENCILS LOVE LONDON,1053.29,901,95
23370,SET 36 COLOUR PENCILS DOILEY,80.0,64,3
23370,SET 36 COLOURING PENCILS DOILEY,1.25,1,1
23370,SET 36 COLOURING PENCILS DOILY,1562.6100000000001,1289,102
23371,SET 36 COLOUR PENCILS SPACEBOY ,1775.22,1498,133
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1520.22,1294,99
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1241.6599999999999,1563,88
23374,RED SPOT PAPER GIFT BAG,1944.08,2444,122
23375,50'S CHRISTMAS PAPER GIFT BAG,1059.9399999999998,1317,88
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,995.4599999999999,2630,113
23377,PACK OF 12 DOLLY GIRL TISSUES,468.0,1200,80
23378,PACK OF 12 50'S CHRISTMAS TISSUES,1270.59,3413,144
23379,PACK OF 12 RED APPLE TISSUES,428.01,1175,50
23380,PACK OF 12 DOILEY TISSUES,28.08,72,2
23380,PACK OF 12 VINTAGE DOILY TISSUES,783.6899999999999,2087,92
23381,PACK OF 12 VINTAGE LEAF TISSUES ,544.62,1474,64
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,6155.04,1712,163
23388,WOODLAND MINI BACKPACK,3133.6000000000004,784,133
23388,WOODLAND MINI RUCKSACK ,20.75,5,2
23389,SPACEBOY MINI BACKPACK,4134.5,1030,201
23389,SPACEBOY MINI RUCKSACK,53.95,13,4
23390,DOLLY GIRL MINI BACKPACK,2838.9500000000003,713,144
23390,DOLLY GIRL MINI RUCKSACK,33.2,8,2
23391, I LOVE LONDON MINI BACKPACK,1449.8500000000001,359,68
23391, I LOVE LONDON MINI RUCKSACK,4.15,1,1
23392,SPACEBOY ROCKET LOLLY MAKERS,1165.28,587,78
23393,HOME SWEET HOME CUSHION COVER ,2861.25,763,201
23394,POSTE FRANCE CUSHION COVER,1470.0,392,119
23395,BELLE JARDINIERE CUSHION COVER,2555.73,683,175
23396,BUTTERFLY CUSHION COVER,30.0,8,2
23396,LA JARDIN BOTANIQUE CUSHION COVER,300.0,80,23
23396,LE JARDIN BOTANIQUE CUSHION COVER,1948.23,521,139
23397,FOOT STOOL HOME SWEET HOME ,4069.9,434,176
23398,HANGING HEART BONHEUR,495.83,587,57
23399,HOME SWEET HOME HANGING HEART,1539.6299999999999,1815,176
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2247.36,448,95
23401,RUSTIC MIRROR WITH LACE HEART,2155.51,443,70
23402,HOME SWEEET HOME 3 PEG HANGER ,93.75,25,4
23402,HOME SWEET HOME 3 PEG HANGER ,934.1700000000001,255,51
23403,LETTER HOLDER HOME SWEET HOME,1980.31,595,110
23404,HOME SWEET HOME BLACKBOARD,4108.58,969,136
23405,HOME SWEET HOME 2 DRAWER CABINET,1128.05,235,57
23406,HOME SWEET HOME KEY HOLDER,2148.54,434,94
23407,SET OF 2 TRAYS HOME SWEET HOME,2426.72,248,118
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8000000000001,310,59
23409,PHOTO FRAME LINEN AND LACE LARGE,771.72,208,41
23410,CURIO CABINET LINEN AND LACE ,290.1,36,18
23411, TRELLIS COAT RACK,1016.5500000000001,217,46
23412,HEART MIRROR ANTIQUE WHITE,2269.14,351,71
23413,DECORATIVE VINTAGE COFFEE  BOX,208.20000000000002,44,16
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,49.5,10,4
23413,VINTAGE COFFEE GRINDER BOX,485.70000000000005,102,23
23414,ZINC BOX SIGN HOME,1348.01,139,62
23415,HOME SWEET HOME HOOK,405.59999999999997,326,45
23416,CHAMBRE HOOK,155.06999999999996,123,18
23417,BATHROOM HOOK,137.76,140,21
23418,LAVENDER TOILETTE BOTTLE,1066.88,533,60
23419,HOME SWEET HOME BOTTLE ,895.0400000000001,437,61
23420,PANTRY HOOK TEA STRAINER ,330.72,159,28
23421,PANTRY HOOK SPATULA,316.16,152,26
23422,PANTRY HOOK BALLOON WHISK ,407.68,196,31
23423,PANTRY 3 HOOK ROLLING PIN HANGER,757.5,202,51
23424,GINGHAM RECIPE BOOK BOX,1966.95,409,103
23425,STORAGE TIN HOME SWEET HOME,435.43,237,35
23426,METAL SIGN DROP YOUR PANTS,3186.78,1230,171
23427,STOOL HOME SWEET HOME ,2635.9,227,106
23428,IVORY RETRO KITCHEN WALL CLOCK,559.5,70,26
23429,RED RETRO KITCHEN WALL CLOCK,358.6,44,20
23430,BLUE RETRO KITCHEN WALL CLOCK,285.25,35,17
23431,NATURAL HANGING QUILTED HEARTS ,1113.1299999999999,1427,67
23432,PRETTY HANGING QUILTED HEARTS,1045.1999999999998,1272,70
23433,HANGING QUILTED PATCHWORK APPLES,1003.17,1215,82
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1624.5,1782,134
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,606.28,676,44
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,185.0,148,9
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,2066.65,1781,83
23437, 50'S CHRISTMAS GIFT BAG LARGE,2272.25,1885,109
23437,GIFT BAG LARGE 50'S CHRISTMAS,30.0,24,2
23438, RED SPOT GIFT BAG LARGE,2023.5,1686,92
23438,GIFT BAG LARGE SPOT ,120.0,96,6
23439,HAND WARMER RED LOVE HEART,7574.1,3721,371
23440,PAINT YOUR OWN EGGS IN CRATE,299.36,164,5
23441,HAND PAINTED HANGING EASTER EGG,9.24,22,3
23442,12 HANGING EGGS HAND PAINTED,83.2,40,7
23444,Next Day Carriage,1200.0,79,79
23445,ICE CREAM BUBBLES,2131.0099999999998,2647,94
23446,BLUE BUNNY EASTER EGG BASKET,230.24999999999997,157,3
23447,PINK BUNNY EASTER EGG BASKET,231.89999999999998,158,4
23448,CREAM BUNNY EASTER EGG BASKET,41.24999999999999,25,3
23449,SET OF 6 EASTER RAINBOW CHICKS,15.0,12,1
23451,SQUARE MINI PORTRAIT FRAME,519.0,268,44
23452,HEART MINI PORTRAIT FRAME,990.9,510,81
23453,OVAL  MINI PORTRAIT FRAME,611.85,315,46
23454,SET OF 3 MINI HANGING PORTRAITS,123.2,32,2
23454,THREE MINI HANGING FRAMES,535.35,129,44
23455,SMALL PARLOUR FRAME,106.98000000000002,42,2
23455,SMALL PARLOUR PICTURE FRAME,459.56,164,32
23456,MEDIUM PARLOUR FRAME ,84.1,22,2
23456,MEDIUM PARLOUR PICTURE FRAME ,550.0,136,34
23457,LARGE PARLOUR FRAME,122.85,27,2
23457,LARGE PARLOUR PICTURE FRAME,375.75,77,27
23458,DOLLY CABINET 3 DRAWERS ,762.4499999999999,51,30
23459,DOLLY CABINET 2 DRAWERS ,412.5,33,19
23460,SWEETHEART WALL TIDY ,1007.0799999999999,108,43
23461,SWEETHEART BIRD HOUSE,2908.55,829,83
23462,ROCOCO WALL MIROR,39.9,2,1
23462,ROCOCO WALL MIRROR WHITE,1442.25,75,43
23463,VINTAGE ZINC WATERING CAN,119.39999999999999,12,7
23464,VINTAGE ZINC WATERING CAN SMALL,79.2,16,6
23465,TUSCAN VILLA BIRD FEEDER,132.0,16,8
23465,TUSCAN VILLA FEEDING STATION,99.0,12,7
23466,TUSCAN VILLA DOVECOTE,99.0,12,4
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,299.25,37,17
23467,VINTAGE ZINC PLANTER  ,75.67,23,5
23468,TUSCAN VILLA BIRD TABLE ,156.75,19,11
23469,CARD HOLDER LOVE BIRD SMALL,1255.7600000000002,320,63
23470,CARD HOLDER LOVE BIRD LARGE ,1323.4,220,75
23471,SIX DRAWER OFFICE TIDY,596.0,64,26
23472, NINE DRAWER OFFICE TIDY,777.9,54,30
23473,WOODLAND SMALL RED FELT HEART,530.8299999999999,665,43
23474,WOODLAND SMALL BLUE FELT HEART,246.51,297,27
23475,WOODLAND SMALL PINK FELT HEART,232.39999999999998,280,26
23476,WOODLAND LARGE RED FELT HEART,247.5,198,18
23477,WOODLAND LARGE BLUE FELT HEART,106.25,85,8
23478,WOODLAND LARGE PINK FELT HEART,307.18,278,10
23479,WIRE EGG BASKET ,819.65,109,40
23480,MINI LIGHTS WOODLAND MUSHROOMS,6118.59,1717,173
23481,PEARLISED IVORY HEART SMALL ,266.21,217,27
23482,PEARLISED IVORY HEART LARGE ,651.15,415,36
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1526.62,1310,66
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,331.42,118,20
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,152.24,56,5
23485,BOTANICAL GARDENS WALL CLOCK ,5719.0,259,80
23486,ANTIQUE HEART SHELF UNIT,3879.15,267,68
23487,SWEET HEART CAKE CARRIER,753.9999999999999,78,42
23489,"GARLAND, VINTAGE BELLS",265.88,92,10
23489,VINTAGE BELLS GARLAND,2246.56,784,127
23490,T-LIGHT HOLDER HANGING LOVE BIRD,1965.63,533,95
23491,VINTAGE JINGLE BELLS HEART,1864.5,226,76
23492,VINTAGE JINGLE BELLS WREATH,610.5,74,26
23493,VINTAGE DOILY TRAVEL SEWING KIT,6736.2,3516,349
23494,VINTAGE DOILY DELUXE SEWING KIT ,4194.900000000001,722,176
23495,SET OF 3 PANTRY WOODEN SPOONS,240.0,192,24
23496,PANTRY KITCHEN THERMOMETER ,110.0,88,22
23497,CLASSIC CHROME BICYCLE BELL ,3431.35,2451,170
23497,CLASSIC CROME BICYCLE BELL ,77.4,60,2
23498,CLASSIC BICYCLE CLIPS ,2200.15,1587,86
23499,SET 12 VINTAGE DOILY CHALK ,522.48,1244,93
23500,KEY RING BASEBALL BOOT ASSORTED ,1928.8,1580,84
23501,KEY RING BASEBALL BOOT UNION JACK,2103.3,1770,85
23502,PLAYING CARDS VINTAGE DOILEY ,16.25,13,2
23502,PLAYING CARDS VINTAGE DOILY ,822.73,677,85
23503,PLAYING CARDS KEEP CALM & CARRY ON,4242.96,3432,327
23504,PLAYING CARDS JUBILEE UNION JACK,2073.73,1661,190
23505,PLAYING CARDS I LOVE LONDON ,1238.5,1058,104
23506,MINI PLAYING CARDS SPACEBOY ,1106.28,2694,127
23507,MINI PLAYING CARDS BUFFALO BILL ,1128.18,2839,101
23508,MINI PLAYING CARDS DOLLY GIRL ,1013.0400000000001,2472,106
23509,MINI PLAYING CARDS FUN FAIR ,433.2,1040,54
23510,MINI PLAYING CARDS GYMKHANA,901.74,2297,95
23511,EMBROIDERED RIBBON REEL EMILY ,1046.42,524,85
23512,EMBROIDERED RIBBON REEL ROSIE,921.46,484,49
23513,EMBROIDERED RIBBON REEL SUSIE ,1072.96,556,62
